author,clean_image_urls,description,illustrator,introduceder,price,title,url
Edited by Peter Gillman,"https://www.foliosociety.com/media/catalog/product/e/v/evt_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_14.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/everest_96.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_5.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_10.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/everest_98.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/everest_97.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/everest_99.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_6.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_12.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/e/v/evt_gallery_11.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Compiled, written and edited by Peter Gillman for The Folio Society, Everest: From Reconnaissance to Summit is an exclusive record of five key expeditions, introduced by Wade Davis and Jan Morris with superlative photography from the Royal Geographical Society archives.",,,£225.00,Everest,https://www.foliosociety.com/row/everest.html
Richard F. Townsend,"https://www.foliosociety.com/media/catalog/product/t/a/taz_main1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_02.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_002.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_01.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_03.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_98.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_05.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_99.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_06.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taz_07.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","The history of one of the world’s most fascinating civilisations, a people both dynamic and feared, is newly presented in a stunning two-volume Folio edition.",,,£145.00,The Aztecs,https://www.foliosociety.com/row/the-aztecs.html
Neil Gaiman,https://www.foliosociety.com/media/catalog/product/g/i/giftcard_1200x1200_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,"When you’d love to buy someone special a book but you’re not sure which one … choose the Folio e-Gift Card and they can pick their perfect edition. We’ll email it directly to their inbox on the date you choose, so they can start browsing as soon as they get it.",,,"(None,)",Folio e-Gift Card,https://www.foliosociety.com/row/folio-e-gift-card.html
Professor Mary Beard,"https://www.foliosociety.com/media/catalog/product/l/r/lrt.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/r/lrt_s_04.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/0/4/047_lrt.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/r/lrt_6.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/0/2/026_lrt.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/0/3/032_lrt.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/r/lrt_7.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/0/2/029_lrt.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700","In this award-winning history, Mary Beard guides us through the daily life of Pompeii, an existence that is far more complex than we might have realised. Lively, exciting and accessible, this book brings us as close as possible to the real Pompeii.",,,£60.00,Pompeii,https://www.foliosociety.com/row/pompeii.html
Nelson Mandela,"https://www.foliosociety.com/media/catalog/product/l/w/lwf_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_3.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_5.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_6.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/l/w/lwf_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","The international best-selling autobiography of the first black president of South Africa, Nelson Mandela’s Long Walk to Freedom is published by Folio as a striking collector’s edition featuring 41 pages of photographs and an evocative new binding.",,,£85.00,Long Walk to Freedom,https://www.foliosociety.com/row/long-walk-to-freedom.html
Jan Morris,"https://www.foliosociety.com/media/catalog/product/m/4/m45_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/4/m45_s_05.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/4/m45_s_06.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/4/m45_s_03.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700",Jan Morris’s exuberant and witty love letter to the Manhattan of 1945 effortlessly evokes a time when it was ‘the most hopeful city on earth’.,,,£42.95,Manhattan ’45,https://www.foliosociety.com/row/manhattan-45.html
James Campbell ,"https://www.foliosociety.com/media/catalog/product/a/x/axs_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/x/axs_s_01_copy_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/x/axs_s_12_copy_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/x/axs_s_23_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/x/axs_s_30_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/x/axs_s_33_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/x/axs_s_35_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Still one of the most influential books in its field, Campbell’s account of six hundred years of power struggles, blood-feuds, conquest and gold hoards is now vividly portrayed by Folio with full-colour photographs.",,,£145.00,The Anglo-Saxons,https://www.foliosociety.com/row/the-anglo-saxons.html
Howard Carter,"https://www.foliosociety.com/media/catalog/product/t/a/taa_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_10.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_6.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_5.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_3.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/a/taa_gallery.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Howard Carter’s thrilling account of discovering Tutankhamun’s Tomb, in a superb two-volume Folio edition including a book of colour photographs by Sandro Vannini and the original text and exploration photographs.",,,£145.00,The Tomb of Tutankhamun,https://www.foliosociety.com/row/the-tomb-of-tutankhamun.html
Andrew Chaikin,"https://www.foliosociety.com/media/catalog/product/m/n/mnm_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/n/mnm_02.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/n/mnm_01.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/n/mnm_03.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/n/mnm_06.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/n/mnm_04.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/n/mnm_07.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/m/n/mnm_05.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Andrew Chaikin selects stunning new photography for The Folio Society edition of A Man on the Moon – his commanding history of the Apollo missions, with an introduction by Tom Hanks. ",,,£175.00,A Man on the Moon,https://www.foliosociety.com/row/a-man-on-the-moon.html
John Keay,"https://www.foliosociety.com/media/catalog/product/c/r/cry_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_1_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_10_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_2_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_3_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_4_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_5_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_6_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_8_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/c/h/china_gallery_9_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Covering 3,000 years, John Keay’s China: A History chronicles one of the world’s great civilisations, from Confucius to Mao, in an exclusively updated Folio Society edition with lavish colour illustrations and a new introduction by the author.",,,£160.00,China,https://www.foliosociety.com/row/china.html
Hunter S. Thompson,"https://www.foliosociety.com/media/catalog/product/l/a/lasv_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_5.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_6.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_10.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/f/e/fear_and_loathing_in_las_vegas_gallery_3.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Hunter S. Thompson’s acid-laced counterculture classic, Fear and Loathing in Las Vegas, is given the ultimate collector’s makeover in this 50th anniversary Folio Society edition featuring Ralph Steadman’s original illustrations and an exclusive introduction by David Mamet.",,,£49.95,Fear and Loathing in Las Vegas,https://www.foliosociety.com/row/fear-and-loathing-in-las-vegas.html
Rachel Carson,"https://www.foliosociety.com/media/catalog/product/s/s/ss2_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/i/silent_spring_gallery_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/i/silent_spring_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/s/ss2_02.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/s/ss2_03.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/s/ss2_04.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","The book that launched the environmental movement, Rachel Carson’s Silent Spring arrives in a beautiful new illustrated Folio Society edition with pertinent essays by Margaret Atwood and Edward O. Wilson, and stunning photography from the Documerica archive.",,,£49.95,Silent Spring,https://www.foliosociety.com/row/silent-spring.html
Steve Brusatte,"https://www.foliosociety.com/media/catalog/product/d/i/dins_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_10.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_11.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_14.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_13.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_3.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_12.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/r/i/rise_and_fall_of_the_dinosaurs_gallery_6.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","In The Rise and Fall of the Dinosaurs, top palaeontologist Steve Brusatte brings prehistoric Earth brilliantly to life in an illustrated Folio edition with stunning art from Davide Bonadonna.",,,£75.00,The Rise and Fall of the Dinosaurs,https://www.foliosociety.com/row/the-rise-and-fall-of-the-dinosaurs.html
Simon Ball,"https://www.foliosociety.com/media/catalog/product/a/l/alam_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/l/alamein_gallery_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/l/alamein_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/l/alamein_gallery_3.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/l/alamein_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/l/alamein_gallery_5.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Simon Ball’s Alamein joins the Folio Society’s fully illustrated Great Battles series: a masterful analysis of Montgomery’s famous Second World War victory against Rommel’s North African forces, and its controversial legacy.",,,£47.95,Alamein,https://www.foliosociety.com/row/alamein.html
Hannah Arendt,"https://www.foliosociety.com/media/catalog/product/t/o/toot_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_10_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_3.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_6.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/o/r/origins_of_totalitarianism_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Published by Folio in its first-ever illustrated edition, Hannah Arendt’s The Origins of Totalitarianism is a ground-breaking study of how the Nazi and Soviet regimes came to power, which speaks directly to our own age.",,,£150.00,The Origins of Totalitarianism ,https://www.foliosociety.com/row/the-origins-of-totalitarianism.html
Ernest Shackleton,"https://www.foliosociety.com/media/catalog/product/s/c/sck_bookshot_1.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_6_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_5_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_4_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_8_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_1_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_11.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_10.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_12.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_2_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_13.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_3_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_7_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_14.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_17.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/s/h/shackleton_s_antarctica_gallery_18.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","Commemorating the centenary of Ernest Shackleton’s death, The Folio Society brings together The Heart of the Antarctic and South – thrilling accounts of his greatest polar expeditions in his own words.",,,£210.00,Shackleton’s Antarctica,https://www.foliosociety.com/row/shackleton-s-antarctica.html
Neil Sheehan,"https://www.foliosociety.com/media/catalog/product/a/b/abs_book.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_3_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_1_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_10.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_7_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_11.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_12.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_6_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/a/_/a_bright_shining_lie_gallery_2_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","A Bright Shining Lie is Neil Sheehan’s Pulitzer Prize-winning history of the Vietnam War told through lieutenant colonel John Paul Vann, with a new introduction by George Packer for The Folio Society.",,,£145.00,A Bright Shining Lie,https://www.foliosociety.com/row/a-bright-shining-lie-new.html
Susan Brigden,"https://www.foliosociety.com/media/catalog/product/t/u/tudr_bookshot.png?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_8.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_3.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_5.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_1.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_4.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_2.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_7.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700,https://www.foliosociety.com/media/catalog/product/t/h/the_tudor_age_gallery_9.jpg?quality=80&fit=bounds&height=700&width=700&canvas=700:700","In The Tudor Age, historian Susan Brigden brings to life the world of Henry VIII, Mary, Queen of Scots and Elizabeth I in a Folio edition superbly illustrated with colour portraiture.",,,£85.00,The Tudor Age,https://www.foliosociety.com/row/the-tudor-age.html
